year,rank,rider,time,team,margin,winning_time_parts,finishing_time_parts,country
1965,41,victor van schil (bel),"+ 53' 44""",mercier–bp–hutchinson,"[0, 53, 44]","[116, 42, 6]","[116, 95, 50]",bel
1965,42,willy monty (bel),"+ 54' 12""",pelforth–sauvage–lejeune,"[0, 54, 12]","[116, 42, 6]","[116, 96, 18]",bel
1965,43,françois mahé (fra),"+ 54' 29""",pelforth–sauvage–lejeune,"[0, 54, 29]","[116, 42, 6]","[116, 96, 35]",fra
1965,44,eduardo castelló (esp),"+ 54' 49""",ferrys,"[0, 54, 49]","[116, 42, 6]","[116, 96, 55]",esp
1965,45,auguste verhaegen (bel),"+ 56' 11""",wiel's–groene leeuw,"[0, 56, 11]","[116, 42, 6]","[116, 98, 17]",bel
1965,46,juan josé sagarduy (esp),"+ 57' 09""",kas–kaskol,"[0, 57, 9]","[116, 42, 6]","[116, 99, 15]",esp
1965,47,benoni beheyt (bel),"+ 57' 52""",wiel's–groene leeuw,"[0, 57, 52]","[116, 42, 6]","[116, 99, 58]",bel
1965,48,gilbert desmet 2 (bel),"+ 58' 08""",wiel's–groene leeuw,"[0, 58, 8]","[116, 42, 6]","[116, 100, 14]",bel
1965,49,rené binggeli (sui),"+ 59' 12""",molteni–ignis,"[0, 59, 12]","[116, 42, 6]","[116, 101, 18]",sui
1965,50,henk nijdam (ned),"+ 1h 02' 02""",televizier,"[1, 2, 2]","[116, 42, 6]","[117, 44, 8]",ned
1965,51,bas maliepaard (ned),"+ 1h 03' 42""",televizier,"[1, 3, 42]","[116, 42, 6]","[117, 45, 48]",ned
1965,52,johny schleck (lux),"+ 1h 04' 17""",pelforth–sauvage–lejeune,"[1, 4, 17]","[116, 42, 6]","[117, 46, 23]",lux
1965,53,carlos echeverría (esp),"+ 1h 04' 19""",kas–kaskol,"[1, 4, 19]","[116, 42, 6]","[117, 46, 25]",esp
1965,54,guido reybrouck (bel),"+ 1h 05' 14""",flandria–romeo,"[1, 5, 14]","[116, 42, 6]","[117, 47, 20]",bel
1965,55,jo de roo (ned),"+ 1h 05' 55""",televizier,"[1, 5, 55]","[116, 42, 6]","[117, 47, 61]",ned
1965,56,joseph planckaert (bel),"+ 1h 08' 36""",solo–superia,"[1, 8, 36]","[116, 42, 6]","[117, 50, 42]",bel
1965,57,gerben karstens (ned),"+ 1h 12' 51""",televizier,"[1, 12, 51]","[116, 42, 6]","[117, 54, 57]",ned
1965,58,pietro partesotti (ita),"+ 1h 12' 53""",salvarani,"[1, 12, 53]","[116, 42, 6]","[117, 54, 59]",ita
1965,59,roland van de rijse (bel),"+ 1h 12' 58""",flandria–romeo,"[1, 12, 58]","[116, 42, 6]","[117, 54, 64]",bel
1965,60,henri dewolf (bel),"+ 1h 13' 45""",solo–superia,"[1, 13, 45]","[116, 42, 6]","[117, 55, 51]",bel
1965,61,frans aerenhouts (bel),"+ 1h 15' 10""",mercier–bp–hutchinson,"[1, 15, 10]","[116, 42, 6]","[117, 57, 16]",bel
1965,62,jacques bachelot (fra),"+ 1h 16' 04""",margnat–paloma–inuri–dunlop,"[1, 16, 4]","[116, 42, 6]","[117, 58, 10]",fra
1965,63,adriano portaluppi (ita),"+ 1h 17' 54""",molteni–ignis,"[1, 17, 54]","[116, 42, 6]","[117, 59, 60]",ita
1965,64,robert cazala (fra),"+ 1h 20' 18""",mercier–bp–hutchinson,"[1, 20, 18]","[116, 42, 6]","[117, 62, 24]",fra
1965,65,esteban martín (esp),"+ 1h 20' 51""",ferrys,"[1, 20, 51]","[116, 42, 6]","[117, 62, 57]",esp
1965,66,anatole novak (fra),"+ 1h 22' 08""",ford france–gitane,"[1, 22, 8]","[116, 42, 6]","[117, 64, 14]",fra
1965,67,cees lute (ned),"+ 1h 22' 22""",ford france–gitane,"[1, 22, 22]","[116, 42, 6]","[117, 64, 28]",ned
1965,68,italo mazzacurati (ita),"+ 1h 23' 33""",salvarani,"[1, 23, 33]","[116, 42, 6]","[117, 65, 39]",ita
1965,69,joseph timmermann (bel),"+ 1h 24' 45""",wiel's–groene leeuw,"[1, 24, 45]","[116, 42, 6]","[117, 66, 51]",bel
1965,70,gilberto vendemmiati (ita),"+ 1h 25' 45""",salvarani,"[1, 25, 45]","[116, 42, 6]","[117, 67, 51]",ita
1965,71,jean gainche (fra),"+ 1h 27' 06""",mercier–bp–hutchinson,"[1, 27, 6]","[116, 42, 6]","[117, 69, 12]",fra
1965,72,noël depauw (bel),"+ 1h 27' 49""",solo–superia,"[1, 27, 49]","[116, 42, 6]","[117, 69, 55]",bel
1965,73,adriano durante (ita),"+ 1h 28' 05""",molteni–ignis,"[1, 28, 5]","[116, 42, 6]","[117, 70, 11]",ita
1965,74,remo stefanoni (ita),"+ 1h 28' 11""",molteni–ignis,"[1, 28, 11]","[116, 42, 6]","[117, 70, 17]",ita
1965,75,jean-pierre genet (fra),"+ 1h 31' 07""",mercier–bp–hutchinson,"[1, 31, 7]","[116, 42, 6]","[117, 73, 13]",fra
1965,76,rogelio hernández (esp),"+ 1h 31' 39""",ferrys,"[1, 31, 39]","[116, 42, 6]","[117, 73, 45]",esp
1965,77,jo de haan (ned),"+ 1h 37' 16""",televizier,"[1, 37, 16]","[116, 42, 6]","[117, 79, 22]",ned
1965,78,ambrogio colombo (ita),"+ 1h 37' 26""",molteni–ignis,"[1, 37, 26]","[116, 42, 6]","[117, 79, 32]",ita
1965,79,francis blanc (sui),"+ 1h 40' 43""",salvarani,"[1, 40, 43]","[116, 42, 6]","[117, 82, 49]",sui
1965,80,guillaume van tongerloo (bel),"+ 1h 41' 28""",flandria–romeo,"[1, 41, 28]","[116, 42, 6]","[117, 83, 34]",bel
1965,81,yvo molenaers (bel),"+ 1h 41' 42""",flandria–romeo,"[1, 41, 42]","[116, 42, 6]","[117, 83, 48]",bel
1965,82,jean-claude lefebvre (fra),"+ 1h 43' 26""",pelforth–sauvage–lejeune,"[1, 43, 26]","[116, 42, 6]","[117, 85, 32]",fra
1965,83,michel grain (fra),"+ 1h 43' 26""",ford france–gitane,"[1, 43, 26]","[116, 42, 6]","[117, 85, 32]",fra
1965,84,edgar sorgeloos (bel),"+ 1h 43' 51""",solo–superia,"[1, 43, 51]","[116, 42, 6]","[117, 85, 57]",bel
1965,85,antonio bertrán (esp),"+ 1h 45' 30""",ferrys,"[1, 45, 30]","[116, 42, 6]","[117, 87, 36]",esp
1965,86,diego ronchini (ita),"+ 1h 46' 32""",salvarani,"[1, 46, 32]","[116, 42, 6]","[117, 88, 38]",ita
1965,87,vin denson (gbr),"+ 1h 46' 36""",ford france–gitane,"[1, 46, 36]","[116, 42, 6]","[117, 88, 42]",gbr
1965,88,françois le her (fra),"+ 1h 48' 48""",margnat–paloma–inuri–dunlop,"[1, 48, 48]","[116, 42, 6]","[117, 90, 54]",fra
1965,89,giacomo fornoni (ita),"+ 1h 49' 12""",molteni–ignis,"[1, 49, 12]","[116, 42, 6]","[117, 91, 18]",ita
1965,90,leo van dongen (ned),"+ 1h 49' 28""",televizier,"[1, 49, 28]","[116, 42, 6]","[117, 91, 34]",ned
1965,91,mario minieri (ita),"+ 1h 53' 34""",salvarani,"[1, 53, 34]","[116, 42, 6]","[117, 95, 40]",ita
1965,92,hubert ferrer (fra),"+ 2h 03' 47""",pelforth–sauvage–lejeune,"[2, 3, 47]","[116, 42, 6]","[118, 45, 53]",fra
1965,93,andré darrigade (fra),"+ 2h 14' 18""",margnat–paloma–inuri–dunlop,"[2, 14, 18]","[116, 42, 6]","[118, 56, 24]",fra
1965,94,jean milesi (fra),"+ 2h 22' 38""",margnat–paloma–inuri–dunlop,"[2, 22, 38]","[116, 42, 6]","[118, 64, 44]",fra
1965,95,raúl rey (esp),"+ 2h 23' 37""",ferrys,"[2, 23, 37]","[116, 42, 6]","[118, 65, 43]",esp
1965,96,joseph groussard (fra),"+ 2h 37' 38""",pelforth–sauvage–lejeune,"[2, 37, 38]","[116, 42, 6]","[118, 79, 44]",fra
1966,1,lucien aimar (fra),"117h 34' 21""",ford france–hutchinson,"[0, 0, 0]","[117, 34, 21]","[117, 34, 21]",fra
1966,2,jan janssen (ned),"+ 1' 07""",pelforth–sauvage–lejeune,"[0, 1, 7]","[117, 34, 21]","[117, 35, 28]",ned
1966,3,raymond poulidor (fra),"+ 2' 02""",mercier–bp–hutchinson,"[0, 2, 2]","[117, 34, 21]","[117, 36, 23]",fra
1966,4,josé antonio momeñe (esp),"+ 5' 19""",kas–kaskol,"[0, 5, 19]","[117, 34, 21]","[117, 39, 40]",esp
1966,5,marcello mugnaini (ita),"+ 5' 27""",filotex,"[0, 5, 27]","[117, 34, 21]","[117, 39, 48]",ita
1966,6,herman van springel (bel),"+ 5' 44""",dr. mann–grundig,"[0, 5, 44]","[117, 34, 21]","[117, 39, 65]",bel
1966,7,francisco gabica (esp),"+ 6' 25""",kas–kaskol,"[0, 6, 25]","[117, 34, 21]","[117, 40, 46]",esp
1966,8,roger pingeon (fra),"+ 8' 22""",peugeot–bp–michelin,"[0, 8, 22]","[117, 34, 21]","[117, 42, 43]",fra
1966,9,karl-heinz kunde (frg),"+ 9' 06""",peugeot–bp–michelin,"[0, 9, 6]","[117, 34, 21]","[117, 43, 27]",frg
1966,10,martin vandenbossche (bel),"+ 9' 57""",roméo–smith's,"[0, 9, 57]","[117, 34, 21]","[117, 43, 78]",bel
1966,11,antonio gómez del moral (esp),"+ 10' 18""",kas–kaskol,"[0, 10, 18]","[117, 34, 21]","[117, 44, 39]",esp
1966,12,rudi altig (frg),"+ 11' 18""",molteni,"[0, 11, 18]","[117, 34, 21]","[117, 45, 39]",frg
1966,13,julio jiménez (esp),"+ 11' 18""",ford france–hutchinson,"[0, 11, 18]","[117, 34, 21]","[117, 45, 39]",esp
1966,14,valentín uriona (esp),"+ 11' 59""",kas–kaskol,"[0, 11, 59]","[117, 34, 21]","[117, 45, 80]",esp
1966,15,joaquim galera (esp),"+ 13' 02""",kas–kaskol,"[0, 13, 2]","[117, 34, 21]","[117, 47, 23]",esp
1966,16,joseph huysmans (bel),"+ 14' 39""",dr. mann–grundig,"[0, 14, 39]","[117, 34, 21]","[117, 48, 60]",bel
1966,17,franco bitossi (ita),"+ 16' 35""",filotex,"[0, 16, 35]","[117, 34, 21]","[117, 50, 56]",ita
1966,18,domingo perurena (esp),"+ 17' 29""",fagor,"[0, 17, 29]","[117, 34, 21]","[117, 51, 50]",esp
1966,19,willy monty (bel),"+ 18' 23""",pelforth–sauvage–lejeune,"[0, 18, 23]","[117, 34, 21]","[117, 52, 44]",bel
1966,20,mariano díaz (esp),"+ 19' 58""",fagor,"[0, 19, 58]","[117, 34, 21]","[117, 53, 79]",esp
1966,21,raymond delisle (fra),"+ 22' 17""",peugeot–bp–michelin,"[0, 22, 17]","[117, 34, 21]","[117, 56, 38]",fra
1966,22,esteban martín (esp),"+ 22' 59""",fagor,"[0, 22, 59]","[117, 34, 21]","[117, 56, 80]",esp
1966,23,andré zimmermann (fra),"+ 24' 45""",peugeot–bp–michelin,"[0, 24, 45]","[117, 34, 21]","[117, 58, 66]",fra
1966,24,aurelio gonzález (esp),"+ 26' 02""",kas–kaskol,"[0, 26, 2]","[117, 34, 21]","[117, 60, 23]",esp
1966,25,carlos echeverría (esp),"+ 26' 47""",kas–kaskol,"[0, 26, 47]","[117, 34, 21]","[117, 60, 68]",esp
1966,26,luis otaño (esp),"+ 28' 31""",fagor,"[0, 28, 31]","[117, 34, 21]","[117, 62, 52]",esp
1966,27,armand desmet (bel),"+ 28' 42""",solo–superia,"[0, 28, 42]","[117, 34, 21]","[117, 62, 63]",bel
1966,28,ginés garcía (esp),"+ 30' 11""",fagor,"[0, 30, 11]","[117, 34, 21]","[117, 64, 32]",esp
1966,29,luis-pedro santamarina (esp),"+ 30' 50""",fagor,"[0, 30, 50]","[117, 34, 21]","[117, 64, 71]",esp
1966,30,georges groussard (fra),"+ 31' 24""",pelforth–sauvage–lejeune,"[0, 31, 24]","[117, 34, 21]","[117, 65, 45]",fra
1966,31,sebastián elorza (esp),"+ 32' 32""",kas–kaskol,"[0, 32, 32]","[117, 34, 21]","[117, 66, 53]",esp
1966,32,ferdinand bracke (bel),"+ 33' 54""",peugeot–bp–michelin,"[0, 33, 54]","[117, 34, 21]","[117, 67, 75]",bel
1966,33,frans brands (bel),"+ 34' 35""",roméo–smith's,"[0, 34, 35]","[117, 34, 21]","[117, 68, 56]",bel
1966,34,edy schütz (lux),"+ 34' 56""",roméo–smith's,"[0, 34, 56]","[117, 34, 21]","[117, 68, 77]",lux
1966,35,johny schleck (lux),"+ 35' 30""",pelforth–sauvage–lejeune,"[0, 35, 30]","[117, 34, 21]","[117, 69, 51]",lux
1966,36,cees haast (ned),"+ 36' 04""",televizier–batavus,"[0, 36, 4]","[117, 34, 21]","[117, 70, 25]",ned
1966,37,gregorio san miguel (esp),"+ 38' 13""",kas–kaskol,"[0, 38, 13]","[117, 34, 21]","[117, 72, 34]",esp
1966,38,edward sels (bel),"+ 39' 50""",solo–superia,"[0, 39, 50]","[117, 34, 21]","[117, 73, 71]",bel
1966,39,rolf wolfshohl (frg),"+ 41' 28""",mercier–bp–hutchinson,"[0, 41, 28]","[117, 34, 21]","[117, 75, 49]",frg
1966,40,willy planckaert (bel),"+ 42' 12""",roméo–smith's,"[0, 42, 12]","[117, 34, 21]","[117, 76, 33]",bel
1966,41,josé-manuel lopez rodriguez (esp),"+ 42' 24""",fagor,"[0, 42, 24]","[117, 34, 21]","[117, 76, 45]",esp
1966,42,giuseppe fezzardi (ita),"+ 44' 44""",molteni,"[0, 44, 44]","[117, 34, 21]","[117, 78, 65]",ita
1966,43,andré foucher (fra),"+ 48' 47""",pelforth–sauvage–lejeune,"[0, 48, 47]","[117, 34, 21]","[117, 82, 68]",fra
1966,44,ugo colombo (ita),"+ 49' 35""",filotex,"[0, 49, 35]","[117, 34, 21]","[117, 83, 56]",ita
1966,45,arie den hartog (ned),"+ 49' 43""",ford france–hutchinson,"[0, 49, 43]","[117, 34, 21]","[117, 83, 64]",ned
1966,46,gerben karstens (ned),"+ 50' 13""",televizier–batavus,"[0, 50, 13]","[117, 34, 21]","[117, 84, 34]",ned
1966,47,louis rostollan (fra),"+ 50' 17""",kamomé–dilecta–dunlop,"[0, 50, 17]","[117, 34, 21]","[117, 84, 38]",fra
1966,48,jesus aranzabal (esp),"+ 52' 32""",fagor,"[0, 52, 32]","[117, 34, 21]","[117, 86, 53]",esp
1966,49,ramón mendiburu (esp),"+ 53' 03""",fagor,"[0, 53, 3]","[117, 34, 21]","[117, 87, 24]",esp
1966,50,raymond mastrotto (fra),"+ 53' 21""",kamomé–dilecta–dunlop,"[0, 53, 21]","[117, 34, 21]","[117, 87, 42]",fra
1966,51,henri duez (fra),"+ 54' 36""",peugeot–bp–michelin,"[0, 54, 36]","[117, 34, 21]","[117, 88, 57]",fra
1966,52,andré messelis (bel),"+ 56' 43""",dr. mann–grundig,"[0, 56, 43]","[117, 34, 21]","[117, 90, 64]",bel
1966,53,guido reybrouck (bel),"+ 57' 44""",roméo–smith's,"[0, 57, 44]","[117, 34, 21]","[117, 91, 65]",bel
1966,54,christian raymond (fra),"+ 59' 53""",peugeot–bp–michelin,"[0, 59, 53]","[117, 34, 21]","[117, 93, 74]",fra
1966,55,maurice izier (fra),"+ 1h 00' 00""",pelforth–sauvage–lejeune,"[1, 0, 0]","[117, 34, 21]","[118, 34, 21]",fra
1966,56,josé-maria errandonea (esp),"+ 1h 01' 26""",fagor,"[1, 1, 26]","[117, 34, 21]","[118, 35, 47]",esp
1966,57,désiré letort (fra),"+ 1h 03' 21""",peugeot–bp–michelin,"[1, 3, 21]","[117, 34, 21]","[118, 37, 42]",fra
1966,58,edouard delberghe (fra),"+ 1h 05' 54""",pelforth–sauvage–lejeune,"[1, 5, 54]","[117, 34, 21]","[118, 39, 75]",fra
1966,59,maurice benet (fra),"+ 1h 06' 26""",kamomé–dilecta–dunlop,"[1, 6, 26]","[117, 34, 21]","[118, 40, 47]",fra
1966,60,georges vandenberghe (bel),"+ 1h 06' 27""",roméo–smith's,"[1, 6, 27]","[117, 34, 21]","[118, 40, 48]",bel
1966,61,jean stablinski (fra),"+ 1h 09' 06""",ford france–hutchinson,"[1, 9, 6]","[117, 34, 21]","[118, 43, 27]",fra
1966,62,andré darrigade (fra),"+ 1h 10' 42""",kamomé–dilecta–dunlop,"[1, 10, 42]","[117, 34, 21]","[118, 44, 63]",fra
1966,63,roger swerts (bel),"+ 1h 12' 02""",mercier–bp–hutchinson,"[1, 12, 2]","[117, 34, 21]","[118, 46, 23]",bel
1966,64,hubertus zilverberg (ned),"+ 1h 14' 08""",televizier–batavus,"[1, 14, 8]","[117, 34, 21]","[118, 48, 29]",ned
1966,65,herman vrancken (bel),"+ 1h 14' 13""",dr. mann–grundig,"[1, 14, 13]","[117, 34, 21]","[118, 48, 34]",bel
1966,66,michel grain (fra),"+ 1h 16' 36""",ford france–hutchinson,"[1, 16, 36]","[117, 34, 21]","[118, 50, 57]",fra
1966,67,jean monteyne (bel),"+ 1h 16' 54""",solo–superia,"[1, 16, 54]","[117, 34, 21]","[118, 50, 75]",bel
1966,68,rik wouters (ned),"+ 1h 23' 13""",televizier–batavus,"[1, 23, 13]","[117, 34, 21]","[118, 57, 34]",ned
1966,69,albertus geldermans (ned),"+ 1h 25' 23""",molteni,"[1, 25, 23]","[117, 34, 21]","[118, 59, 44]",ned
1966,70,walter boucquet (bel),"+ 1h 25' 31""",dr. mann–grundig,"[1, 25, 31]","[117, 34, 21]","[118, 59, 52]",bel
1966,71,pierre beuffeuil (fra),"+ 1h 25' 39""",kamomé–dilecta–dunlop,"[1, 25, 39]","[117, 34, 21]","[118, 59, 60]",fra
1966,72,victor van schil (bel),"+ 1h 27' 42""",mercier–bp–hutchinson,"[1, 27, 42]","[117, 34, 21]","[118, 61, 63]",bel
1966,73,henk nijdam (ned),"+ 1h 28' 20""",televizier–batavus,"[1, 28, 20]","[117, 34, 21]","[118, 62, 41]",ned
1966,74,willy in' t ven (bel),"+ 1h 31'27""",dr. mann–grundig,"[0, 1, 3127]","[117, 34, 21]","[117, 35, 3148]",bel
1966,75,jos van der vleuten (ned),"+ 1h 31' 44""",televizier–batavus,"[1, 31, 44]","[117, 34, 21]","[118, 65, 65]",ned
1966,76,henri dewolf (bel),"+ 1h 33' 29""",solo–superia,"[1, 33, 29]","[117, 34, 21]","[118, 67, 50]",bel
1966,77,guido neri (ita),"+ 1h 38' 10""",molteni,"[1, 38, 10]","[117, 34, 21]","[118, 72, 31]",ita
1966,78,gilbert bellone (fra),"+ 1h 38' 28""",mercier–bp–hutchinson,"[1, 38, 28]","[117, 34, 21]","[118, 72, 49]",fra
1966,79,jean milesi (fra),"+ 1h 45' 43""",ford france–hutchinson,"[1, 45, 43]","[117, 34, 21]","[118, 79, 64]",fra
1966,80,robert cazala (fra),"+ 1h 54' 16""",mercier–bp–hutchinson,"[1, 54, 16]","[117, 34, 21]","[118, 88, 37]",fra
1966,81,yvo molenaers (bel),"+ 1h 59' 45""",roméo–smith's,"[1, 59, 45]","[117, 34, 21]","[118, 93, 66]",bel
1966,82,paolo mannucci (ita),"+ 2h 05' 26""",filotex,"[2, 5, 26]","[117, 34, 21]","[119, 39, 47]",ita
1967,1,roger pingeon (fra),"136h 53' 50""",france,"[0, 0, 0]","[136, 53, 50]","[136, 53, 50]",fra
1967,2,julio jiménez (esp),"+ 3' 40""",spain,"[0, 3, 40]","[136, 53, 50]","[136, 56, 90]",esp
1967,3,franco balmamion (ita),"+ 7' 23""",primavera,"[0, 7, 23]","[136, 53, 50]","[136, 60, 73]",ita
1967,4,désiré letort (fra),"+ 8' 18""",bleuets,"[0, 8, 18]","[136, 53, 50]","[136, 61, 68]",fra
1967,5,jan janssen (ned),"+ 9' 47""",netherlands,"[0, 9, 47]","[136, 53, 50]","[136, 62, 97]",ned
1967,6,lucien aimar (fra),"+ 9' 47""",france,"[0, 9, 47]","[136, 53, 50]","[136, 62, 97]",fra
1967,7,felice gimondi (ita),"+ 10' 14""",italy,"[0, 10, 14]","[136, 53, 50]","[136, 63, 64]",ita
1967,8,jozef huysmans (bel),"+ 16' 45""",belgium,"[0, 16, 45]","[136, 53, 50]","[136, 69, 95]",bel
1967,9,raymond poulidor (fra),"+ 18' 18""",france,"[0, 18, 18]","[136, 53, 50]","[136, 71, 68]",fra
1967,10,fernando manzaneque (esp),"+ 19' 22""",esperanza,"[0, 19, 22]","[136, 53, 50]","[136, 72, 72]",esp
1967,11,hans junkermann (frg),"+ 23' 02""",germany,"[0, 23, 2]","[136, 53, 50]","[136, 76, 52]",frg
1967,12,willy monty (bel),"+ 23' 06""",belgium,"[0, 23, 6]","[136, 53, 50]","[136, 76, 56]",bel
1967,13,frans brands (bel),"+ 25' 08""",belgium,"[0, 25, 8]","[136, 53, 50]","[136, 78, 58]",bel
1967,14,cees haast (ned),"+ 26' 23""",netherlands,"[0, 26, 23]","[136, 53, 50]","[136, 79, 73]",ned
1967,15,franco bodrero (ita),"+ 26' 30""",primavera,"[0, 26, 30]","[136, 53, 50]","[136, 79, 80]",ita
1967,16,noël van clooster (bel),"+ 26' 40""",red devils,"[0, 26, 40]","[136, 53, 50]","[136, 79, 90]",bel
1967,17,josé samyn (fra),"+ 28' 42""",bleuets,"[0, 28, 42]","[136, 53, 50]","[136, 81, 92]",fra
1967,18,ginés garcía (esp),"+ 28' 56""",spain,"[0, 28, 56]","[136, 53, 50]","[136, 81, 106]",esp
1967,19,andré bayssière (fra),"+ 29' 23""",coqs,"[0, 29, 23]","[136, 53, 50]","[136, 82, 73]",fra
1967,20,johny schleck (lux),"+ 32' 09""",switzerland/luxembourg,"[0, 32, 9]","[136, 53, 50]","[136, 85, 59]",lux
1967,21,henri rabaute (fra),"+ 34' 42""",bleuets,"[0, 34, 42]","[136, 53, 50]","[136, 87, 92]",fra
1967,22,giancarlo polidori (ita),"+ 36' 04""",primavera,"[0, 36, 4]","[136, 53, 50]","[136, 89, 54]",ita
1967,23,jean-claude lebaube (fra),"+ 37' 23""",coqs,"[0, 37, 23]","[136, 53, 50]","[136, 90, 73]",fra
1967,24,herman van springel (bel),"+ 37' 54""",belgium,"[0, 37, 54]","[136, 53, 50]","[136, 90, 104]",bel
1967,25,wim schepers (ned),"+ 38' 15""",netherlands,"[0, 38, 15]","[136, 53, 50]","[136, 91, 65]",ned
1967,26,raymond delisle (fra),"+ 39' 29""",coqs,"[0, 39, 29]","[136, 53, 50]","[136, 92, 79]",fra
1967,27,roberto poggiali (ita),"+ 40' 03""",italy,"[0, 40, 3]","[136, 53, 50]","[136, 93, 53]",ita
1967,28,victor van schil (bel),"+ 40' 36""",red devils,"[0, 40, 36]","[136, 53, 50]","[136, 93, 86]",bel
1967,29,jean-claude theillière (fra),"+ 40' 38""",coqs,"[0, 40, 38]","[136, 53, 50]","[136, 93, 88]",fra
1967,30,gerben karstens (ned),"+ 40' 46""",netherlands,"[0, 40, 46]","[136, 53, 50]","[136, 93, 96]",ned
1967,31,rolf wolfshohl (frg),"+ 41' 44""",germany,"[0, 41, 44]","[136, 53, 50]","[136, 94, 94]",frg
1967,32,flaviano vicentini (ita),"+ 45' 02""",italy,"[0, 45, 2]","[136, 53, 50]","[136, 98, 52]",ita
1967,33,josé-manuel lopez-rodriguez (esp),"+ 46' 32""",spain,"[0, 46, 32]","[136, 53, 50]","[136, 99, 82]",esp
1967,34,ugo colombo (ita),"+ 47' 10""",italy,"[0, 47, 10]","[136, 53, 50]","[136, 100, 60]",ita
1967,35,alfred rüegg (sui),"+ 49' 23""",switzerland/luxembourg,"[0, 49, 23]","[136, 53, 50]","[136, 102, 73]",sui
1967,36,raymond mastrotto (fra),"+ 50' 10""",coqs,"[0, 50, 10]","[136, 53, 50]","[136, 103, 60]",fra
1967,37,georges chappe (fra),"+ 50' 24""",bleuets,"[0, 50, 24]","[136, 53, 50]","[136, 103, 74]",fra
1967,38,jean dumont (fra),"+ 50' 51""",coqs,"[0, 50, 51]","[136, 53, 50]","[136, 103, 101]",fra
1967,39,michel grain (fra),"+ 52' 28""",coqs,"[0, 52, 28]","[136, 53, 50]","[136, 105, 78]",fra
1967,40,maurice izier (fra),"+ 52' 59""",bleuets,"[0, 52, 59]","[136, 53, 50]","[136, 105, 109]",fra
1967,41,ventura díaz (esp),"+ 53' 20""",esperanza,"[0, 53, 20]","[136, 53, 50]","[136, 106, 70]",esp
1967,42,guido reybrouck (bel),"+ 55' 39""",red devils,"[0, 55, 39]","[136, 53, 50]","[136, 108, 89]",bel
1967,43,paul in' t ven (bel),"+ 56'30""",red devils,"[0, 0, 5630]","[136, 53, 50]","[136, 53, 5680]",bel
1967,44,pietro scandelli (ita),"+ 56' 43""",primavera,"[0, 56, 43]","[136, 53, 50]","[136, 109, 93]",ita
1967,45,georges vandenberghe (bel),"+ 57' 49""",belgium,"[0, 57, 49]","[136, 53, 50]","[136, 110, 99]",bel
1967,46,andré foucher (fra),"+ 59' 41""",france,"[0, 59, 41]","[136, 53, 50]","[136, 112, 91]",fra
1967,47,jozef spruyt (bel),"+ 1h 02' 12""",belgium,"[1, 2, 12]","[136, 53, 50]","[137, 55, 62]",bel
1967,48,angel ibanez (esp),"+ 1h 02' 19""",esperanza,"[1, 2, 19]","[136, 53, 50]","[137, 55, 69]",esp
1967,49,luis-pedro santamarina (esp),"+ 1h 02' 34""",spain,"[1, 2, 34]","[136, 53, 50]","[137, 55, 84]",esp
1967,50,jesus aranzabal (esp),"+ 1h 02' 41""",esperanza,"[1, 2, 41]","[136, 53, 50]","[137, 55, 91]",esp
1967,51,willy in' t ven (bel),"+ 1h 04'40""",red devils,"[0, 1, 440]","[136, 53, 50]","[136, 54, 490]",bel
1967,52,dieter wiedemann (frg),"+ 1h 06' 21""",germany,"[1, 6, 21]","[136, 53, 50]","[137, 59, 71]",frg
1967,53,jean monteyne (bel),"+ 1h 06' 49""",red devils,"[1, 6, 49]","[136, 53, 50]","[137, 59, 99]",bel
1967,54,roger swerts (bel),"+ 1h 09' 57""",red devils,"[1, 9, 57]","[136, 53, 50]","[137, 62, 107]",bel
1967,55,rené binggeli (sui),"+ 1h 10' 22""",switzerland/luxembourg,"[1, 10, 22]","[136, 53, 50]","[137, 63, 72]",sui
1967,56,jorge marine (esp),"+ 1h 12' 05""",esperanza,"[1, 12, 5]","[136, 53, 50]","[137, 65, 55]",esp
1967,57,christian raymond (fra),"+ 1h 15' 08""",bleuets,"[1, 15, 8]","[136, 53, 50]","[137, 68, 58]",fra
1967,58,ambrogio portalupi (ita),"+ 1h 15' 33""",primavera,"[1, 15, 33]","[136, 53, 50]","[137, 68, 83]",ita
1967,59,martin vandenbossche (bel),"+ 1h 15' 37""",belgium,"[1, 15, 37]","[136, 53, 50]","[137, 68, 87]",bel
1967,60,walter godefroot (bel),"+ 1h 16' 03""",red devils,"[1, 16, 3]","[136, 53, 50]","[137, 69, 53]",bel
1967,61,claudio michelotto (ita),"+ 1h 16' 48""",primavera,"[1, 16, 48]","[136, 53, 50]","[137, 69, 98]",ita
1967,62,barry hoban (gbr),"+ 1h 17' 29""",great britain,"[1, 17, 29]","[136, 53, 50]","[137, 70, 79]",gbr
1967,63,herbert wilde (frg),"+ 1h 18' 11""",germany,"[1, 18, 11]","[136, 53, 50]","[137, 71, 61]",frg
1967,64,marino basso (ita),"+ 1h 18' 14""",primavera,"[1, 18, 14]","[136, 53, 50]","[137, 71, 64]",ita
1967,65,luciano dalla bona (ita),"+ 1h 18' 21""",italy,"[1, 18, 21]","[136, 53, 50]","[137, 71, 71]",ita
1967,66,roger milliot (fra),"+ 1h 19' 45""",bleuets,"[1, 19, 45]","[136, 53, 50]","[137, 72, 95]",fra
