year,date,stage,type,winner,miles,km,start,finish,winning_country,decade
1985,1985-07-07,9,mountain stage,maarten ducrot,108.0,174.0,strasbourg,épinal,ned,1980
1985,1985-07-08,10,mountain stage,jørgen v. pedersen,127.0,204.0,épinal,pontarlier,den,1980
1985,1985-07-09,11,mountain stage,luis herrera,121.0,195.0,pontarlier,morzine avoriaz,col,1980
1985,1985-07-10,12,mountain stage,fabio parra,167.0,269.0,morzine avoriaz,lans-en-vercors,col,1980
1985,1985-07-11,13,time trial,eric vanderaerden,20.0,32.0,villard-de-lans,villard-de-lans,bel,1980
1985,1985-07-13,14,mountain stage,luis herrera,111.0,179.0,autrans,saint-étienne,col,1980
1985,1985-07-14,15,plain stage,eduardo chozas,148.0,238.0,saint-étienne,aurillac,esp,1980
1985,1985-07-15,16,plain stage,frédéric vichot,153.0,247.0,aurillac,toulouse,fra,1980
1985,1985-07-16,17,mountain stage,pedro delgado,130.0,209.0,toulouse,luz ardiden,esp,1980
1985,1985-07-17,18a,mountain stage,stephen roche,33.0,53.0,luz-saint-sauveur,aubisque,ire,1980
1985,1985-07-17,18b,mountain stage,régis simon,52.0,83.0,laruns,pau,fra,1980
1985,1985-07-18,19,plain stage,eric vanderaerden,126.0,203.0,pau,bordeaux,bel,1980
1985,1985-07-19,20,plain stage,johan lammerts,140.0,225.0,montpon-ménestérol,limoges,ned,1980
1985,1985-07-20,21,time trial,greg lemond,29.0,46.0,lac de vassivière,lac de vassivière,usa,1980
1985,1985-07-21,22,plain stage,rudy matthijs,122.0,196.0,orléans,paris (champs-élysées),bel,1980
1986,1986-07-04,p,time trial,thierry marie,2.9,4.6,boulogne-billancourt,boulogne-billancourt,fra,1980
1986,1986-07-05,1,plain stage,pol verschuere,52.8,85.0,nanterre,sceaux,bel,1980
1986,1986-07-05,2,time trial,système u,34.8,56.0,meudon,saint-quentin-en-yvelines,unknown,1980
1986,1986-07-06,3,plain stage,davis phinney,133.0,214.0,levallois-perret,liévin,usa,1980
1986,1986-07-07,4,plain stage,pello ruiz cabestany,151.0,243.0,liévin,évreux,esp,1980
1986,1986-07-08,5,plain stage,johan van der velde,77.4,124.5,évreux,villers-sur-mer,ned,1980
1986,1986-07-09,6,plain stage,guido bontempi,124.3,200.0,villers-sur-mer,cherbourg,ita,1980
1986,1986-07-10,7,plain stage,ludo peeters,124.9,201.0,cherbourg,saint-hilaire-du-harcouët,bel,1980
1986,1986-07-11,8,plain stage,eddy planckaert,126.8,204.0,saint-hilaire-du-harcouët,nantes,bel,1980
1986,1986-07-12,9,time trial,bernard hinault,38.2,61.5,nantes,nantes,fra,1980
1986,1986-07-13,10,plain stage,josé ángel sarrapio,113.7,183.0,nantes,futuroscope,esp,1980
1986,1986-07-14,11,plain stage,rudy dhaenens,160.5,258.3,futuroscope,bordeaux,bel,1980
1986,1986-07-15,12,mountain stage,pedro delgado,135.1,217.5,bayonne,pau,esp,1980
1986,1986-07-16,13,mountain stage,greg lemond,115.6,186.0,pau,superbagnères,usa,1980
1986,1986-07-17,14,plain stage,niki rüttimann,95.7,154.0,superbagnères,blagnac,sui,1980
1986,1986-07-18,15,plain stage,frank hoste,140.1,225.5,carcassonne,nîmes,bel,1980
1986,1986-07-19,16,plain stage,jean-françois bernard,153.2,246.5,nîmes,gap,fra,1980
1986,1986-07-20,17,mountain stage,eduardo chozas,118.1,190.0,gap,serre chevalier,esp,1980
1986,1986-07-21,18,mountain stage,bernard hinault,101.0,162.5,briançon,alpe d'huez,fra,1980
1986,1986-07-23,19,plain stage,julián gorospe,111.5,179.5,villard-de-lans,saint-étienne,esp,1980
1986,1986-07-24,20,time trial,bernard hinault,36.0,58.0,saint-étienne,saint-étienne,fra,1980
1986,1986-07-25,21,plain stage,erich mächler,118.1,190.0,saint-étienne,puy de dôme,sui,1980
1986,1986-07-26,22,plain stage,guido bontempi,120.5,194.0,clermont-ferrand,nevers,ita,1980
1986,1986-07-27,23,plain stage,guido bontempi,158.4,255.0,cosne-sur-loire,paris (champs-élysées),ita,1980
1987,1987-07-01,p,time trial,jelle nijdam,3.7,6.0,west berlin (west germany),west berlin (west germany),ned,1980
1987,1987-07-02,1,plain stage,nico verhoeven,65.0,105.0,west berlin (west germany),west berlin (west germany),ned,1980
1987,1987-07-02,2,time trial,carrera jeans–vagabond,25.0,41.0,west berlin (west germany),west berlin (west germany),unknown,1980
1987,1987-07-04,3,plain stage,acácio da silva,136.0,219.0,karlsruhe (west germany),stuttgart (west germany),por,1980
1987,1987-07-05,4,plain stage,herman frison,49.0,79.0,stuttgart (west germany),pforzheim (west germany),bel,1980
1987,1987-07-05,5,plain stage,marc sergeant,70.0,112.0,pforzheim (west germany),strasbourg,bel,1980
1987,1987-07-06,6,plain stage,christophe lavainne,105.0,169.0,strasbourg,épinal,fra,1980
1987,1987-07-07,7,plain stage,manuel jorge domínguez,131.0,211.0,épinal,troyes,esp,1980
1987,1987-07-08,8,plain stage,jean-paul van poppel,128.0,206.0,troyes,épinay-sous-sénart,ned,1980
1987,1987-07-09,9,plain stage,adri van der poel,160.0,260.0,orléans,renazé,ned,1980
1987,1987-07-10,10,time trial,stephen roche,54.0,87.0,saumur,futuroscope,ire,1980
1987,1987-07-11,11,mountain stage,martial gayant,128.0,206.0,poitiers,chaumeil,fra,1980
1987,1987-07-12,12,plain stage,davis phinney,142.0,228.0,brive,bordeaux,usa,1980
1987,1987-07-13,13,mountain stage,erik breukink,136.0,219.0,bayonne,pau,ned,1980
1987,1987-07-14,14,mountain stage,dag otto lauritzen,103.0,166.0,pau,luz ardiden,nor,1980
1987,1987-07-15,15,plain stage,rolf gölz,102.0,164.0,tarbes,blagnac,frg,1980
1987,1987-07-16,16,mountain stage,régis clère,134.0,216.0,blagnac,millau,fra,1980
1987,1987-07-17,17,mountain stage,jean-paul van poppel,149.0,239.0,millau,avignon,ned,1980
1987,1987-07-19,18,mountain stage,jean-françois bernard,23.0,37.0,carpentras,mont ventoux,fra,1980
1987,1987-07-20,19,mountain stage,pedro delgado,115.0,185.0,valréas,villard-de-lans,esp,1980
1987,1987-07-21,20,mountain stage,federico echave,125.0,201.0,villard-de-lans,alpe d'huez,esp,1980
1987,1987-07-22,21,mountain stage,laurent fignon,115.0,185.0,le bourg-d'oisans,la plagne,fra,1980
1987,1987-07-23,22,mountain stage,eduardo chozas,116.0,186.0,la plagne,morzine,esp,1980
1987,1987-07-24,23,plain stage,régis clère,140.0,225.0,saint-julien-en-genevois,dijon,fra,1980
1987,1987-07-25,24,time trial,jean-françois bernard,24.0,38.0,dijon,dijon,fra,1980
1987,1987-07-26,25,plain stage,jeff pierce,119.0,192.0,créteil,paris (champs-élysées),usa,1980
1988,1988-07-03,p,time trial,guido bontempi,0.62,1.0,pornichet,la baule,ita,1980
1988,1988-07-04,1,plain stage,steve bauer,57.0,92.0,pontchâteau,machecoul,can,1980
1988,1988-07-04,2,time trial,panasonic–isostar–colnago–agu,30.0,48.0,la haie-fouassière,ancenis,unknown,1980
1988,1988-07-05,3,plain stage,jean-paul van poppel,132.0,213.0,nantes,le mans,ned,1980
1988,1988-07-06,4,plain stage,acácio da silva,98.0,158.0,le mans,évreux,por,1980
1988,1988-07-07,5,plain stage,jelle nijdam,92.0,148.0,neufchâtel-en-bray,liévin,ned,1980
1988,1988-07-08,6,time trial,sean yates,32.0,52.0,liévin,wasquehal,gbr,1980
1988,1988-07-09,7,plain stage,valerio tebaldi,140.0,225.0,wasquehal,reims,ita,1980
1988,1988-07-10,8,plain stage,rolf gölz,136.0,219.0,reims,nancy,frg,1980
1988,1988-07-11,9,mountain stage,jérôme simon,100.0,161.0,nancy,strasbourg,fra,1980
1988,1988-07-12,10,mountain stage,jean-paul van poppel,93.0,149.0,belfort,besançon,ned,1980
1988,1988-07-13,11,mountain stage,fabio parra,144.0,232.0,besançon,morzine,col,1980
1988,1988-07-14,12,mountain stage,steven rooks,141.0,227.0,morzine,alpe d'huez,ned,1980
1988,1988-07-15,13,mountain stage,pedro delgado,24.0,38.0,grenoble,villard-de-lans,esp,1980
1988,1988-07-17,14,mountain stage,massimo ghirotto,101.0,163.0,blagnac,guzet-neige,ita,1980
1988,1988-07-18,15,mountain stage,laudelino cubino,116.0,187.0,saint-girons,luz ardiden,esp,1980
1988,1988-07-19,16,plain stage,adri van der poel,22.0,35.0,luz ardiden,pau,ned,1980
1988,1988-07-19,17,plain stage,jean-paul van poppel,123.0,198.0,pau,bordeaux,ned,1980
1988,1988-07-20,18,plain stage,gianni bugno,58.0,94.0,ruelle-sur-touvre,limoges,ita,1980
1988,1988-07-21,19,mountain stage,johnny weltz,117.0,188.0,limoges,puy-de-dôme,den,1980
1988,1988-07-22,20,plain stage,thierry marie,139.0,223.0,clermont-ferrand,chalon-sur-saône,fra,1980
1988,1988-07-23,21,time trial,juan martinéz,29.0,46.0,santenay,santenay,esp,1980
1988,1988-07-24,22,plain stage,jean-paul van poppel,107.0,173.0,nemours,paris (champs-élysées),ned,1980
1989,1989-07-01,p,time trial,erik breukink,4.8,7.8,luxembourg city (luxembourg),luxembourg city (luxembourg),ned,1980
1989,1989-07-02,1,plain stage,acácio da silva,84.2,135.5,luxembourg city (luxembourg),luxembourg city (luxembourg),por,1980
1989,1989-07-02,2,time trial,super u–raleigh–fiat,29.0,46.0,luxembourg city (luxembourg),luxembourg city (luxembourg),unknown,1980
1989,1989-07-03,3,plain stage,raúl alcalá,150.0,241.0,luxembourg city (luxembourg),spa (belgium),mex,1980
1989,1989-07-04,4,plain stage,jelle nijdam,158.0,255.0,liège (belgium),wasquehal,ned,1980
1989,1989-07-06,5,time trial,greg lemond,45.0,73.0,dinard,rennes,usa,1980
1989,1989-07-07,6,plain stage,joël pelier,161.0,259.0,rennes,futuroscope,fra,1980
1989,1989-07-08,7,plain stage,etienne de wilde,160.6,258.5,poitiers,bordeaux,bel,1980
1989,1989-07-09,8,plain stage,martin earley,98.0,157.0,labastide-d'armagnac,pau,ire,1980
1989,1989-07-10,9,mountain stage,miguel induráin,91.0,147.0,pau,cauterets,esp,1980
1989,1989-07-11,10,mountain stage,robert millar,85.0,136.0,cauterets,superbagnères,gbr,1980
1989,1989-07-12,11,mountain stage,mathieu hermans,98.5,158.5,luchon,blagnac,ned,1980
1989,1989-07-13,12,plain stage,valerio tebaldi,150.0,242.0,toulouse,montpellier,ita,1980
1989,1989-07-14,13,plain stage,vincent barteau,111.0,179.0,montpellier,marseille,fra,1980
1989,1989-07-15,14,mountain stage,jelle nijdam,148.0,238.0,marseille,gap,ned,1980
1989,1989-07-16,15,mountain stage,steven rooks,24.0,39.0,gap,orcières-merlette,ned,1980
1989,1989-07-18,16,mountain stage,pascal richard,109.0,175.0,gap,briançon,sui,1980
1989,1989-07-19,17,mountain stage,gert-jan theunisse,103.0,165.0,briançon,alpe d'huez,ned,1980
1989,1989-07-20,18,mountain stage,laurent fignon,56.9,91.5,le bourg-d'oisans,villard-de-lans,fra,1980
1989,1989-07-21,19,mountain stage,greg lemond,78.0,125.0,villard-de-lans,aix-les-bains,usa,1980
1989,1989-07-22,20,plain stage,giovanni fidanza,81.0,130.0,aix-les-bains,l'isle-d'abeau,ita,1980
1989,1989-07-23,21,time trial,greg lemond,15.2,24.5,versailles,paris (champs-élysées),usa,1980
1990,1990-06-30,p,time trial,thierry marie,3.9,6.3,futuroscope,futuroscope,fra,1990
1990,1990-07-01,1,plain stage,frans maassen,86.1,138.5,futuroscope,futuroscope,ned,1990
1990,1990-07-01,2,time trial,panasonic–sportlife,27.7,44.5,futuroscope,futuroscope,unknown,1990
1990,1990-07-02,3,plain stage,moreno argentin,144.8,233.0,poitiers,nantes,ita,1990
1990,1990-07-03,4,plain stage,johan museeuw,126.1,203.0,nantes,mont saint-michel,bel,1990
1990,1990-07-04,5,plain stage,gerrit solleveld,187.0,301.0,avranches,rouen,ned,1990
1990,1990-07-06,6,plain stage,jelle nijdam,125.8,202.5,sarrebourg,vittel,ned,1990
1990,1990-07-07,7,time trial,raúl alcalá,38.2,61.5,vittel,épinal,mex,1990
1990,1990-07-08,8,plain stage,olaf ludwig,112.8,181.5,épinal,besançon,gdr,1990
1990,1990-07-09,9,mountain stage,massimo ghirotto,121.8,196.0,besançon,geneva (switzerland),ita,1990
1990,1990-07-10,10,mountain stage,thierry claveyrolat,73.6,118.5,geneva (switzerland),saint-gervais,fra,1990
1990,1990-07-11,11,mountain stage,gianni bugno,113.4,182.5,saint-gervais,alpe d'huez,ita,1990
1990,1990-07-12,12,mountain stage,erik breukink,20.8,33.5,fontaine,villard-de-lans,ned,1990
1990,1990-07-14,13,mountain stage,eduardo chozas,92.6,149.0,villard-de-lans,saint-étienne,esp,1990
1990,1990-07-15,14,mountain stage,marino lejarreta,127.4,205.0,le puy-en-velay,millau,esp,1990
1990,1990-07-16,15,plain stage,charly mottet,105.6,170.0,millau,revel,fra,1990
1990,1990-07-17,16,mountain stage,miguel induráin,133.6,215.0,blagnac,luz ardiden,esp,1990
1990,1990-07-18,17,mountain stage,dimitri konychev,93.2,150.0,lourdes,pau,urs,1990
1990,1990-07-19,18,plain stage,gianni bugno,125.5,202.0,pau,bordeaux,ita,1990
1990,1990-07-20,19,plain stage,guido bontempi,113.4,182.5,castillon-la-bataille,limoges,ita,1990
1990,1990-07-21,20,time trial,erik breukink,28.3,45.5,lac de vassivière,lac de vassivière,ned,1990
1990,1990-07-22,21,plain stage,johan museeuw,113.4,182.5,brétigny-sur-orge,paris (champs-élysées),bel,1990
1991,1991-07-06,p,time trial,thierry marie,3.4,5.4,lyon,lyon,fra,1990
1991,1991-07-07,1,plain stage,djamolidine abdoujaparov,71.1,114.5,lyon,lyon,urs,1990
1991,1991-07-07,2,time trial,ariostea,22.7,36.5,bron,chassieu,unknown,1990
1991,1991-07-08,3,plain stage,etienne de wilde,130.8,210.5,villeurbanne,dijon,bel,1990
1991,1991-07-09,4,plain stage,djamolidine abdoujaparov,177.7,286.0,dijon,reims,urs,1990
1991,1991-07-10,5,plain stage,jelle nijdam,92.9,149.5,reims,valenciennes,ned,1990
1991,1991-07-11,6,plain stage,thierry marie,160.9,259.0,arras,le havre,fra,1990
1991,1991-07-12,7,plain stage,jean-paul van poppel,103.8,167.0,le havre,argentan,ned,1990
1991,1991-07-13,8,time trial,miguel induráin,45.4,73.0,argentan,alençon,esp,1990
1991,1991-07-14,9,plain stage,mauro ribeiro,100.0,161.0,alençon,rennes,bra,1990
1991,1991-07-15,10,plain stage,phil anderson,128.9,207.5,rennes,quimper,aus,1990
1991,1991-07-16,11,plain stage,charly mottet,152.9,246.0,quimper,saint-herblain,fra,1990
1991,1991-07-18,12,mountain stage,charly mottet,119.3,192.0,pau,jaca (spain),fra,1990
1991,1991-07-19,13,mountain stage,claudio chiappucci,144.2,232.0,jaca (spain),val-louron,ita,1990
1991,1991-07-20,14,plain stage,bruno cenghialta,107.2,172.5,st gaudens,castres,ita,1990
1991,1991-07-21,15,mountain stage,moreno argentin,146.0,235.0,albi,alès,ita,1990
1991,1991-07-22,16,plain stage,marco lietti,133.6,215.0,alès,gap,ita,1990
1991,1991-07-23,17,mountain stage,gianni bugno,77.7,125.0,gap,alpe d'huez,ita,1990
1991,1991-07-24,18,mountain stage,thierry claveyrolat,158.4,255.0,le bourg-d'oisans,morzine,fra,1990
1991,1991-07-25,19,mountain stage,dimitri konyshev,110.0,177.0,morzine,aix-les-bains,urs,1990
1991,1991-07-26,20,mountain stage,viatcheslav ekimov,99.4,160.0,aix-les-bains,mâcon,urs,1990
1991,1991-07-27,21,time trial,miguel induráin,35.4,57.0,lugny,mâcon,esp,1990
1991,1991-07-28,22,plain stage,dimitri konyshev,110.6,178.0,melun,paris (champs-élysées),urs,1990
1992,1992-07-04,p,time trial,miguel induráin,5.0,8.0,san sebastián (spain),san sebastián (spain),esp,1990
1992,1992-07-05,1,mountain stage,dominique arnould,120.9,194.5,san sebastián (spain),san sebastián (spain),fra,1990
1992,1992-07-06,2,mountain stage,javier murguialday,158.4,255.0,san sebastián (spain),pau,esp,1990
1992,1992-07-07,3,plain stage,rob harmeling,130.5,210.0,pau,bordeaux,ned,1990
1992,1992-07-08,4,time trial,panasonic–sportlife,39.5,63.5,libourne,libourne,unknown,1990
1992,1992-07-09,5,plain stage,guido bontempi,121.8,196.0,nogent-sur-oise,wasquehal,ita,1990
1992,1992-07-10,6,plain stage,laurent jalabert,103.8,167.0,roubaix,brussels (belgium),fra,1990
1992,1992-07-11,7,plain stage,gilles delion,122.1,196.5,brussels (belgium),valkenburg (netherlands),fra,1990
1992,1992-07-12,8,plain stage,jan nevens,128.3,206.5,valkenburg (netherlands),koblenz (germany),bel,1990
1992,1992-07-13,9,time trial,miguel induráin,40.4,65.0,luxembourg city (luxembourg),luxembourg city (luxembourg),esp,1990
1992,1992-07-14,10,plain stage,jean-paul van poppel,134.8,217.0,luxembourg city (luxembourg),strasbourg,ned,1990
1992,1992-07-15,11,mountain stage,laurent fignon,155.0,249.5,strasbourg,mulhouse,fra,1990
1992,1992-07-16,12,mountain stage,rolf järmann,166.2,267.5,dole,st gervais,sui,1990
1992,1992-07-18,13,mountain stage,claudio chiappucci,158.1,254.5,st gervais,sestriere (italy),ita,1990
1992,1992-07-19,14,mountain stage,andrew hampsten,115.9,186.5,sestriere (italy),alpe d'huez,usa,1990
1992,1992-07-20,15,mountain stage,franco chioccioli,123.0,198.0,le bourg-d'oisans,saint-étienne,ita,1990
1992,1992-07-21,16,mountain stage,stephen roche,131.7,212.0,saint-étienne,la bourboule,ire,1990
1992,1992-07-22,17,plain stage,jean-claude colotti,117.4,189.0,la bourboule,montluçon,fra,1990
1992,1992-07-23,18,plain stage,thierry marie,131.7,212.0,montluçon,tours,fra,1990
1992,1992-07-24,19,time trial,miguel induráin,39.8,64.0,tours,blois,esp,1990
1992,1992-07-25,20,plain stage,peter de clercq,137.9,222.0,blois,nanterre,bel,1990
1992,1992-07-26,21,plain stage,olaf ludwig,87.6,141.0,la défense,paris (champs-élysées),ger,1990
1993,1993-07-03,p,time trial,miguel induráin,4.2,6.8,le puy du fou,le puy du fou,esp,1990
1993,1993-07-04,1,plain stage,mario cipollini,133.6,215.0,luçon,les sables-d'olonne,ita,1990
1993,1993-07-05,2,plain stage,wilfried nelissen,141.4,227.5,les sables-d'olonne,vannes,bel,1990
1993,1993-07-06,3,plain stage,djamolidine abdoujaparov,117.7,189.5,vannes,dinard,uzb,1990
1993,1993-07-07,4,time trial,gb–mg maglificio,50.3,81.0,dinard,avranches,unknown,1990
1993,1993-07-08,5,plain stage,jesper skibby,140.1,225.5,avranches,évreux,den,1990
1993,1993-07-09,6,plain stage,johan bruyneel,98.2,158.0,évreux,amiens,bel,1990
1993,1993-07-10,7,plain stage,bjarne riis,123.7,199.0,péronne,châlons-sur-marne,den,1990
1993,1993-07-11,8,plain stage,lance armstrong,114.6,184.5,châlons-sur-marne,verdun,usa,1990
1993,1993-07-12,9,time trial,miguel induráin,36.7,59.0,lac de madine,lac de madine,esp,1990
1993,1993-07-14,10,mountain stage,toni rominger,126.1,203.0,villard-de-lans,serre chevalier,sui,1990
1993,1993-07-15,11,mountain stage,toni rominger,111.2,179.0,serre chevalier,isola 2000,sui,1990
1993,1993-07-16,12,plain stage,fabio roscioli,178.0,286.5,isola,marseille,ita,1990
1993,1993-07-17,13,plain stage,olaf ludwig,112.8,181.5,marseille,montpellier,ger,1990
1993,1993-07-18,14,plain stage,pascal lino,138.6,223.0,montpellier,perpignan,fra,1990
1993,1993-07-19,15,mountain stage,oliverio rincón,143.8,231.5,perpignan,pal,col,1990
1993,1993-07-21,16,mountain stage,zenon jaskuła,142.9,230.0,andorra,saint-lary-soulan pla d'adet,pol,1990
1993,1993-07-22,17,mountain stage,claudio chiappucci,118.1,190.0,tarbes,pau,ita,1990
1993,1993-07-23,18,plain stage,djamolidine abdoujaparov,124.0,199.5,orthez,bordeaux,uzb,1990
1993,1993-07-24,19,time trial,toni rominger,29.8,48.0,brétigny-sur-orge,montlhéry,sui,1990
1993,1993-07-25,20,plain stage,djamolidine abdoujaparov,122.1,196.5,viry-châtillon,paris (champs-élysées),uzb,1990
1994,1994-07-02,p,time trial,chris boardman,4.5,7.2,lille,lille,gbr,1990
1994,1994-07-03,1,plain stage,djamolidine abdoujaparov,145.4,234.0,lille,armentières,uzb,1990
1994,1994-07-04,2,plain stage,jean-paul van poppel,126.4,203.5,roubaix,boulogne-sur-mer,ned,1990
1994,1994-07-05,3,time trial,gb–mg maglificio,41.3,66.5,calais,eurotunnel,unknown,1990
1994,1994-07-06,4,plain stage,francisco cabello,127.1,204.5,dover (united kingdom),brighton (united kingdom),esp,1990
1994,1994-07-07,5,plain stage,nicola minali,116.2,187.0,portsmouth (united kingdom),portsmouth (united kingdom),ita,1990
1994,1994-07-08,6,plain stage,gianluca bortolami,168.1,270.5,cherbourg-en-cotentin,rennes,ita,1990
1994,1994-07-09,7,plain stage,ján svorada,161.2,259.5,rennes,futuroscope,svk,1990
1994,1994-07-10,8,plain stage,bo hamburger,135.8,218.5,poitiers,trélissac,den,1990
1994,1994-07-11,9,time trial,miguel induráin,39.8,64.0,périgueux,bergerac,esp,1990
1994,1994-07-12,10,plain stage,jacky durand,99.7,160.5,bergerac,cahors,fra,1990
1994,1994-07-13,11,mountain stage,luc leblanc,163.7,263.5,cahors,hautacam,fra,1990
1994,1994-07-15,12,mountain stage,richard virenque,127.1,204.5,lourdes,luz ardiden,fra,1990
1994,1994-07-16,13,plain stage,bjarne riis,138.6,223.0,bagnères-de-bigorre,albi,den,1990
1994,1994-07-17,14,plain stage,rolf sørensen,125.5,202.0,castres,montpellier,den,1990
1994,1994-07-18,15,mountain stage,eros poli,143.5,231.0,montpellier,carpentras,ita,1990
1994,1994-07-19,16,mountain stage,roberto conti,139.5,224.5,valréas,alpe d'huez,ita,1990
1994,1994-07-20,17,mountain stage,nelson rodríguez,92.6,149.0,le bourg-d'oisans,val thorens,col,1990
1994,1994-07-21,18,mountain stage,piotr ugrumov,108.4,174.5,moutiers,cluses,lat,1990
1994,1994-07-22,19,mountain stage,piotr ugrumov,29.5,47.5,cluses,avoriaz,lat,1990
